OverallQual,ExterQual,Foundation,BsmtQual,KitchenQual,FireplaceQu,GarageFinish,YearDiff,YearRemodAdd,1stFlrSF,GrLivArea,FullBath,GarageCars,Neighborhood,MasVnrType,HeatingQC,Fireplaces,MasVnrArea,GarageYrBlt,HouseStyle,Exterior1st,Exterior2nd,BsmtExposure,BsmtFinType1,GarageType,OverallCond,LotArea,BsmtFinSF1,LotFrontage,2ndFlrSF,SalePrice,no_garage,is_BsmtFinSF1_0,is_2ndFlrSF_0
8,2,6,3,2,1,3,1.4641016151377548,87.55445270895245,7.600902459542082,7.600902459542082,2,3,16,4,4,0,246.0,2004,4,12,14,1,6,5,8,9.248214024404264,1464,4.382026634673881,0,305900,0,0,1
7,2,3,3,2,3,2,6.246211251235321,87.2412460692924,7.022868086082641,7.715569534520208,2,3,12,2,3,1,246.0,1990,6,8,10,1,4,5,8,9.508517181520606,700,4.7535901911063645,1121,225000,0,0,0
6,1,3,2,0,1,0,16.761663039293722,86.31760866327848,6.942156705699469,7.2485040723706105,1,0,1,1,2,0,0.0,1950,1,6,4,1,5,0,6,8.977146484808472,0,4.100995941219026,371,89500,1,1,0
4,1,3,2,1,1,1,14.613247725836153,86.31760866327848,6.7580945044277305,6.7580945044277305,1,2,4,1,4,0,0.0,1961,4,11,13,1,2,2,8,9.420763358881013,262,4.089183914434924,0,82500,0,0,1
9,2,6,4,3,5,3,1.4641016151377548,87.53211714239757,7.572502985020384,7.572502985020384,2,3,24,1,4,3,0.0,2003,4,11,13,4,6,5,8,9.423675982299306,1274,4.499809670330265,0,360000,0,0,1
6,1,6,3,2,3,3,5.211102550927978,87.30845424706443,6.546785410760524,7.313886831633462,2,2,13,2,3,1,112.0,1993,6,8,8,1,4,5,8,8.947025655972697,518,4.221139007877516,804,165600,0,0,0
6,1,3,2,1,4,1,13.62049935181331,87.48742928478838,6.879355804460439,6.879355804460439,1,1,9,1,4,1,0.0,1948,4,11,13,1,4,2,5,8.987196820661973,680,3.912023005428146,0,132000,0,0,1
5,1,3,3,1,4,1,14.370705543744897,86.31760866327848,6.675823221634848,7.0192966537150445,1,2,3,1,2,1,0.0,1939,1,6,4,2,3,2,6,8.961879012677683,507,4.174387269895637,325,119900,0,0,0
7,1,3,3,1,4,2,11.2664991614216,86.65664103720601,7.618742377670413,7.618742377670413,2,2,21,1,2,2,0.0,1965,4,9,9,4,4,5,8,12.279532193216468,1236,5.0106352940962555,0,375000,0,0,1
7,1,2,2,3,4,1,16.000000000000004,87.21883209278185,6.723832440821209,7.403061091090091,1,2,3,1,4,1,0.0,1925,6,5,2,1,1,2,6,9.169518377455928,16,4.0943445622221,809,178000,0,0,0
7,2,6,3,2,4,3,2.4721359549995796,87.55445270895245,6.573680166960646,7.266827347520591,2,2,13,1,4,1,0.0,2004,6,11,13,1,6,5,8,8.961237781491876,425,4.2626798770413155,716,188500,0,0,0
7,2,3,3,3,3,2,8.77032961426901,86.99438184514797,7.050122520269059,7.763446388727362,2,2,14,2,2,1,278.0,1983,6,12,14,1,6,5,6,9.473089177882752,692,4.543294782270004,1200,260000,0,0,0
8,2,6,3,2,4,2,0.0,87.57678270623478,6.992096427415888,7.580189417944541,2,3,20,1,4,1,0.0,2006,6,11,13,3,5,5,8,9.104979856318357,0,4.31748811353631,871,270000,0,1,0
7,2,6,3,2,3,2,6.0,87.28605714219886,7.22402480828583,7.880804344674901,2,3,23,2,4,1,256.0,1993,6,8,8,4,6,5,8,9.20029003612268,987,4.499809670330265,1274,260000,0,0,0
7,1,3,3,1,3,1,8.77032961426901,86.99438184514797,7.294377299288821,7.294377299288821,2,2,14,2,2,2,225.0,1980,5,10,10,3,6,5,8,9.55499334068759,1036,4.25319804490729,0,187500,0,0,1
9,1,6,4,2,1,2,-1.9999999998,87.57678270623478,7.130098510125578,7.86172707782398,3,3,24,4,4,0,370.0,2006,6,11,13,3,5,5,8,9.696401880595555,0,4.709530201312334,1347,342643,0,1,0
8,2,6,4,2,4,3,1.4641016151377548,87.53211714239757,7.035268599281097,7.811163385025279,2,3,24,2,4,1,388.0,2004,6,11,13,3,6,6,8,9.400878083541478,970,4.59511985013459,1332,354000,0,0,0
7,2,3,2,2,3,3,7.16515138991168,87.1515563520907,7.347943823148687,7.912056888179006,2,2,12,2,4,1,172.0,1987,6,10,10,4,1,5,8,9.24763615671988,28,4.454347296253507,1177,301000,0,0,0
3,1,3,2,1,1,1,12.282856857085699,87.55445270895245,7.0587581525186645,7.0587581525186645,1,1,3,1,4,0,0.0,1955,4,11,13,1,4,5,4,8.669055540725484,256,3.8918202981106265,0,126175,0,0,1
7,2,3,3,2,4,3,11.114877048604,87.59910713840847,7.5485559791698735,7.999007213243955,2,2,9,2,4,1,300.0,1961,5,5,2,1,5,6,6,9.330343164370879,0,4.564348191467836,1080,242000,0,1,0
5,1,3,2,1,1,1,14.248076809271918,86.31760866327848,6.688354713946762,6.688354713946762,1,2,1,1,0,0,0.0,1941,0,6,4,3,2,2,5,8.517193191416238,116,3.912023005428146,0,87000,0,0,1
8,2,6,3,2,4,3,5.745966692414834,87.28605714219886,7.449498005382849,7.449498005382849,1,2,19,1,4,2,0.0,1993,4,9,9,4,6,5,8,9.291551627401006,1619,3.4657359027997265,0,324000,0,0,1
6,1,3,2,1,1,2,11.564659966250536,86.54377448471462,7.232010331664759,7.232010331664759,1,1,9,2,2,0,175.0,1960,4,5,2,1,3,5,8,9.358760377094455,565,4.382026634673881,0,145250,0,0,1
6,1,2,2,2,1,1,17.287301521985913,87.30845424706443,7.275864600546533,7.665753431861699,2,2,5,1,3,0,0.0,1930,2,5,3,1,5,2,5,9.38328476695754,0,4.291358573748537,689,214500,0,1,0
5,1,6,2,1,1,1,16.867962264113206,86.31760866327848,6.39024066706535,7.083387847625295,1,1,1,1,2,0,0.0,1920,6,5,3,2,5,2,8,8.764365720529808,0,4.0943445622221,596,78000,0,1,0
5,1,3,2,1,1,1,11.114877048604,86.63407922464135,7.454719949364001,7.454719949364001,2,1,9,2,2,0,84.0,2002,4,8,8,1,6,2,3,9.270870871716214,40,4.149296855190218,0,119000,0,0,1
5,1,3,2,1,1,2,11.999999999999998,87.26365441768559,6.962243464266207,6.962243464266207,1,1,9,1,1,0,0.0,1958,4,5,2,1,3,5,5,9.008958312443486,846,4.248495242049359,0,139000,0,0,1
8,2,6,3,2,4,2,2.8989794855663558,87.53211714239757,7.395721608602045,7.395721608602045,2,3,24,2,4,1,296.0,2003,4,11,13,1,6,5,8,9.273784544532717,1124,4.442651256490317,0,284000,0,0,1
7,2,6,3,2,4,2,2.0,87.53211714239757,7.213768308118642,7.213768308118642,2,2,24,4,4,1,146.0,2004,4,11,13,3,6,5,8,9.011645501064283,720,4.07753744390572,0,207000,0,0,1
6,1,6,3,1,3,3,4.324555320336759,87.39798655450802,6.849066282633458,7.401231264413015,2,2,13,1,3,2,0.0,1998,6,11,13,4,6,5,8,9.109635667854551,828,4.07753744390572,695,192000,0,0,0
5,1,3,2,1,4,3,11.114877048604,86.65664103720601,7.389563953677635,7.487733761436444,2,2,21,1,4,2,0.0,1965,1,10,10,4,4,5,5,12.011638020852416,1249,4.311198635856956,167,228950,0,0,0
9,2,6,4,2,4,3,0.8284271247461901,87.57678270623478,7.561121589530238,7.561121589530238,2,3,22,4,4,1,200.0,2005,4,11,13,4,6,5,8,9.557964480394498,1249,4.454347296253507,0,377426,0,0,1
7,2,6,3,2,1,2,2.8989794855663558,87.50977600240098,7.336936913707618,7.336936913707618,2,2,16,2,4,0,113.0,2002,4,11,13,3,6,5,8,9.119868468812108,810,4.248495242049359,0,214000,0,0,1
7,2,3,3,2,1,2,7.3808315196468595,87.39798655450802,7.390798521735676,7.390798521735676,2,2,14,1,4,0,0.0,1984,4,5,2,2,4,5,6,9.557116483735667,213,4.51085950651685,0,202500,0,0,1
6,1,3,2,1,1,1,12.282856857085699,87.39798655450802,7.102499355774649,7.102499355774649,1,1,9,2,2,0,176.0,1958,4,5,2,1,3,5,6,9.425451751593128,585,4.189654742026425,0,155000,0,0,1
8,2,6,3,2,1,3,3.6568542494923797,87.48742928478838,6.900730664045173,7.553810852008231,2,2,21,1,4,0,0.0,2002,6,11,13,1,5,5,8,9.560363239834537,0,4.442651256490317,915,202900,0,1,0
4,0,3,2,1,1,1,13.362291495737217,86.31760866327848,6.734591659972948,6.734591659972948,1,1,12,1,3,0,0.0,1950,4,5,1,1,5,1,3,9.035986984831405,0,4.0943445622221,0,82000,0,1,1
3,1,1,0,1,1,1,13.0996688705415,86.31760866327848,6.946975992135418,6.946975992135418,2,2,9,2,1,0,340.0,1949,4,7,6,0,0,2,3,9.052984561199976,0,4.097635289502922,0,87500,0,1,1
9,3,6,4,3,5,2,1.4641016151377548,87.55445270895245,7.428927194802272,7.428927194802272,2,2,24,2,4,1,616.0,2005,4,6,4,1,6,5,8,9.08805973726735,28,4.143134726391533,0,266000,0,0,1
5,1,3,3,1,1,1,9.661903789690601,86.90444308357146,6.284134161070802,7.013915474810528,1,1,0,1,2,0,0.0,1976,6,12,14,1,3,5,2,7.860185057472165,129,3.58351893845611,576,85000,0,0,0
6,1,2,2,0,4,1,14.370705543744897,86.31760866327848,6.879355804460439,7.3632795869630385,1,1,5,1,3,1,0.0,1939,1,6,4,1,5,2,8,8.769507120030227,0,4.174387269895637,605,140200,0,1,0
6,1,3,2,1,1,2,11.711309200802088,87.39798655450802,6.86484777797086,6.86484777797086,1,1,9,1,2,0,0.0,1960,4,6,4,2,2,5,4,9.455010553834672,498,4.199940728235011,0,151500,0,0,1
6,1,3,2,1,4,1,11.999999999999998,86.54377448471462,7.298445101508147,7.298445101508147,2,2,9,2,4,2,30.0,1960,4,5,2,1,2,5,8,9.775654181026242,1270,4.209016254505014,0,157500,0,0,1
7,2,6,3,2,1,2,2.4721359549995796,87.53211714239757,6.638567789166521,7.3938782901077555,2,2,24,4,4,0,106.0,2003,6,11,3,1,6,6,8,7.803026643632217,573,3.58351893845611,862,154000,0,0,0
9,3,6,4,3,5,3,0.0,87.57678270623478,7.521859252201629,7.911324018963353,2,3,24,2,4,2,870.0,2006,6,12,14,1,6,5,8,9.924808634239811,1410,4.02535169073515,880,437154,0,0,0
9,3,6,4,3,4,2,-1.9999999998,87.59910713840847,7.533158807455563,7.533158807455563,2,2,24,2,4,1,362.0,2007,4,6,4,1,5,5,8,8.964439833539357,0,4.219507705176107,0,318061,0,1,1
7,1,6,3,2,3,2,6.944271909999157,87.12911982062879,7.2813856635702825,7.2813856635702825,1,2,17,1,3,1,0.0,1986,4,5,2,4,6,5,8,8.569975376855206,1082,4.256793240420046,0,190000,0,0,1
5,1,3,2,1,1,1,14.370705543744897,86.31760866327848,6.423246963533519,7.01301578963963,1,1,4,1,2,0,0.0,1941,1,11,13,2,1,2,5,9.114269903225448,236,4.0943445622221,495,95000,0,0,0
6,1,2,2,1,1,1,16.110770276274835,87.50977600240098,6.579251212010101,6.579251212010101,1,2,3,1,3,0,0.0,2005,4,11,13,1,5,2,4,9.050171619823361,0,4.0943445622221,0,105900,0,1,1
6,1,3,2,1,4,1,14.248076809271918,87.44271909999158,7.083387847625295,7.374629015218945,1,1,8,1,4,2,0.0,1940,1,5,4,1,1,5,8,9.035986984831405,388,4.0943445622221,403,140000,0,0,0
6,2,6,3,2,1,2,4.92820323027551,87.33084573650919,7.090076835776092,7.090076835776092,2,2,16,1,4,0,0.0,1995,4,11,13,1,4,5,8,9.328034514792826,334,4.653960350157523,0,177500,0,0,1
6,1,6,3,2,1,2,6.246211251235321,87.26365441768559,7.062191632286556,7.062191632286556,2,2,13,2,3,0,106.0,1992,4,8,8,1,6,5,5,9.13216259091216,560,4.232087106207073,0,173000,0,0,1
5,1,6,3,1,0,3,9.135528725660045,86.90444308357146,7.040536390215956,7.040536390215956,1,2,0,1,2,1,0.0,1976,4,12,14,1,4,5,8,8.348537825386098,874,3.784189633918261,0,134000,0,0,1
5,1,3,2,2,1,1,11.85640646055102,86.49858755935034,7.20934025660291,7.20934025660291,1,1,17,2,4,0,120.0,1958,5,5,12,3,2,6,3,8.84361509218395,300,4.5217885770490405,0,130000,0,0,1
8,2,6,3,2,3,2,3.6568542494923797,87.39798655450802,6.990256500493881,7.562161631225652,2,2,23,2,4,1,530.0,1998,6,11,13,3,6,5,8,9.39357817555449,956,4.356708826689592,838,280000,0,0,0
6,1,3,3,1,3,2,8.77032961426901,86.94942383174832,6.815639990074331,6.815639990074331,1,2,11,1,4,1,0.0,1978,3,11,13,3,6,5,5,8.927977461002001,773,4.206755082986497,0,156000,0,0,1
5,1,3,2,1,1,1,14.492422502470646,87.03931715820828,6.895682697747868,7.316548177182976,1,1,5,1,3,0,0.0,1940,1,6,4,1,3,2,8,9.120853205474647,399,4.190015061508846,517,145000,0,0,0
7,2,1,0,2,5,2,2.8989794855663558,87.50977600240098,6.20455776256869,7.561121589530238,3,2,4,2,4,1,500.0,2003,3,8,8,0,0,6,8,8.895766604056085,0,4.1588830833596715,1427,198500,0,1,0
6,1,3,2,2,1,1,10.165525060596439,87.59910713840847,6.180016653652572,6.894670039433482,1,1,2,2,3,0,510.0,1972,6,8,8,1,4,2,4,7.426549072397305,162,3.044522437723423,504,118000,0,0,0
6,1,6,3,1,3,3,8.954451150103322,86.90444308357146,6.672032945461067,7.3613754289773485,2,2,14,2,2,1,120.0,1976,6,8,8,2,6,5,8,9.84161214881804,712,4.256793240420046,784,190000,0,0,0
5,1,3,2,1,1,1,16.867962264113206,87.37561188601732,6.51025834052315,7.203405521083095,1,1,1,1,3,0,0.0,1964,6,11,13,1,3,2,6,9.27706400401909,456,4.07753744390572,672,147000,0,0,0
6,1,3,3,1,4,2,11.564659966250536,86.61151166750291,7.2399325913204695,7.2399325913204695,1,2,9,2,3,2,247.0,1963,4,10,10,1,2,5,8,9.159047077588632,609,4.211272324659784,0,159000,0,0,1
6,1,3,3,1,4,2,11.564659966250536,86.58893836140038,7.266128779556451,7.266128779556451,1,1,9,2,3,1,305.0,1962,5,10,10,4,6,3,8,9.121509158269568,371,4.61512051684126,0,165000,0,0,1
5,1,6,2,1,4,3,12.966629547095769,86.40814442120136,7.145196134997171,7.145196134997171,1,1,9,2,3,1,200.0,1954,4,8,8,1,1,5,5,8.961879012677683,540,4.356708826689592,0,132000,0,0,1
5,1,3,2,2,4,3,12.282856857085699,87.57678270623478,7.160069207596127,7.160069207596127,1,2,9,1,4,1,0.0,1997,4,5,2,1,4,2,6,9.193194213141211,72,4.215769252588442,0,162000,0,0,1
6,1,6,3,1,3,2,2.8989794855663558,87.44271909999158,6.859614903654202,7.416979621381154,2,2,13,1,4,1,0.0,2000,6,11,13,1,5,5,8,9.002208578282412,0,4.231203874163395,711,172400,0,1,0
4,1,3,0,1,4,3,11.999999999999998,86.52118390532293,7.02108396428914,7.370230641807081,2,2,17,1,2,1,0.0,1991,1,4,10,0,0,2,3,9.748002649695733,0,4.382026634673881,468,134432,0,1,0
6,1,3,3,1,1,1,8.19803902718557,87.08422980528033,6.62273632394984,6.62273632394984,1,1,12,1,2,0,0.0,1984,4,10,10,1,4,5,8,8.878358040627822,623,3.912023005428146,0,125000,0,0,1
5,1,6,2,1,1,1,12.966629547095769,86.3855191759374,7.1846291527173145,7.1846291527173145,1,1,9,1,2,0,0.0,1953,4,6,4,1,2,5,5,9.271811694064283,428,4.3694478524670215,0,123000,0,0,1
7,2,6,3,2,4,3,2.0,87.53211714239757,6.741700694652055,7.564238475170491,2,2,16,1,4,1,0.0,2003,6,11,13,1,5,6,8,9.011889433252344,0,4.174387269895637,1081,219500,0,1,0
1,0,2,1,0,1,0,16.65475810617763,86.31760866327848,6.806829360392176,6.806829360392176,0,0,4,1,3,0,0.0,1950,4,5,2,4,2,0,0,9.212338374638856,350,4.052006404390392,0,61000,1,0,1
5,2,6,3,1,1,1,4.324555320336759,87.35323161475472,6.81783057145415,6.81783057145415,1,2,16,1,4,0,0.0,1998,3,11,13,3,6,2,8,9.087720658428273,298,4.04305126783455,0,148000,0,0,1
8,2,6,3,2,4,2,1.4641016151377548,87.55445270895245,7.365180126021013,7.81035268372429,3,2,20,1,4,1,0.0,2004,6,12,14,1,5,5,8,9.318566777047053,0,4.624972813284271,886,340000,0,1,0
9,2,6,4,3,5,3,-1.9999999998,87.66604708583958,7.526178913346146,7.526178913346146,1,3,22,4,4,1,350.0,2010,4,11,13,3,6,5,1,9.34084218004034,1445,4.477336814478207,0,394432,0,0,1
6,1,6,3,1,3,3,4.000000000000001,87.44271909999158,6.914730892718563,7.495541943884256,2,2,13,2,4,1,16.0,2000,6,11,13,1,5,5,8,9.002454823050954,0,4.0943445622221,793,179000,0,1,0
5,1,2,2,2,4,1,16.547236990991404,86.31760866327848,6.933423025730715,7.43307534889858,2,1,8,1,2,1,0.0,1924,1,9,2,1,1,2,5,8.517193191416238,218,3.912023005428146,665,127000,0,0,0
7,2,6,3,2,4,2,-1.9999999998,87.57678270623478,7.170888478512505,7.170888478512505,2,2,20,1,4,1,0.0,2006,4,11,13,1,5,5,8,8.881836305004146,0,4.0943445622221,0,187750,0,1,1
7,2,6,3,2,1,2,0.0,87.57678270623478,6.844815479208263,7.493873886783559,2,2,16,1,4,0,0.0,2006,6,11,13,3,5,5,8,9.131838143821225,0,4.3694478524670215,858,213500,0,1,0
6,1,2,1,1,1,1,16.000000000000004,86.31760866327848,6.664409020350408,6.664409020350408,1,2,12,1,2,0,0.0,1950,0,5,2,1,5,2,2,9.104979856318357,0,4.0943445622221,0,76000,0,1,1
6,2,6,3,2,2,3,5.745966692414834,87.26365441768559,6.983789965258135,7.577121930876679,2,2,17,1,4,2,0.0,1992,6,8,8,3,6,5,8,10.880064025283644,985,4.326109216362448,874,240000,0,0,0
8,2,6,3,2,3,3,2.8989794855663558,87.55445270895245,7.1459844677143876,7.1459844677143876,2,2,15,2,4,1,16.0,2004,4,11,13,1,6,5,8,8.065265208897733,24,3.7612001156935624,0,192000,0,0,1
5,1,6,2,1,1,0,17.595917942265423,87.35323161475472,6.489204931325317,7.076653815443951,1,0,4,1,2,0,0.0,1950,1,5,13,1,5,0,2,9.037176752966994,0,4.060443010546419,526,81000,1,1,0
6,1,3,2,1,2,1,9.489125293076057,86.90444308357146,7.025538314638521,7.025538314638521,1,1,4,2,4,1,255.0,1977,5,6,4,3,4,2,5,8.881836305004146,631,4.276666119016055,0,125000,0,0,1
7,2,6,3,2,1,2,4.000000000000001,87.44271909999158,7.2991214627108,7.2991214627108,2,2,16,2,4,0,125.0,1999,4,11,13,1,5,5,8,9.146548238888403,0,4.532599493153256,0,191000,0,1,1
10,3,6,4,3,5,3,0.0,87.62142600963232,7.462789157412448,7.754481547470383,2,3,24,4,4,1,272.0,2008,6,11,13,3,6,6,8,9.431401757086068,1280,4.564348191467836,590,426000,0,0,0
5,1,2,2,1,1,1,18.784609690826528,86.31760866327848,6.8679744089702925,7.220373836723949,1,1,4,1,4,0,0.0,1978,1,6,4,1,3,2,4,9.036582045842716,241,3.912023005428146,406,119000,0,0,0
6,1,6,4,2,3,3,3.6568542494923797,87.48742928478838,6.6895992691789665,7.581209826196346,2,2,11,1,4,1,0.0,2001,6,11,13,1,4,6,8,9.409928663668856,690,4.2626798770413155,1157,215000,0,0,0
5,1,1,0,1,1,2,11.85640646055102,86.52118390532293,6.782192056006791,6.782192056006791,1,1,9,1,2,0,0.0,1959,4,6,4,0,0,5,6,9.028698584086985,0,4.129114477548871,0,106500,0,1,1
4,1,3,2,1,3,0,14.124515496597098,86.31760866327848,6.669498089857879,6.669498089857879,1,0,5,1,2,2,0.0,1950,4,4,3,1,3,0,8,8.915432254432663,266,4.118456423908179,0,100000,1,0,1
5,1,3,2,1,1,1,14.370705543744897,86.31760866327848,6.5998704992128365,6.9411900550683745,1,1,3,1,3,0,0.0,1940,1,6,4,1,5,2,5,9.223651386035854,0,4.0943445622221,299,109000,0,1,0
5,1,3,2,1,1,1,12.696938456699069,86.45337754998391,7.042286171939743,7.042286171939743,1,1,4,1,2,0,0.0,1956,4,5,2,3,2,5,5,9.166492972195906,739,4.219507705176107,0,129000,0,0,1
5,1,3,2,1,1,2,10.165525060596439,86.81441324469807,6.795705775173514,6.795705775173514,1,2,16,1,2,0,0.0,1985,4,6,4,3,3,2,8,8.881836305004146,777,4.0943445622221,0,123000,0,0,1
5,1,3,2,1,3,2,11.416407864998737,86.58893836140038,6.775366090936392,7.502186486602924,2,1,9,2,2,1,288.0,1962,6,11,13,1,4,5,8,8.934586870389676,540,4.23410650459726,936,169500,0,0,0
5,1,2,1,1,1,1,16.65475810617763,86.31760866327848,6.981934677156389,6.981934677156389,1,1,1,1,3,0,0.0,1920,4,6,4,1,5,2,1,9.101306450952048,0,4.0943445622221,0,67000,0,1,1
7,2,6,3,2,1,3,1.4641016151377548,87.59910713840847,7.013915474810528,7.346010209913293,2,2,20,4,4,0,100.0,2007,6,12,14,1,6,5,8,9.002701007197938,812,4.174387269895637,438,241000,0,0,0
8,2,6,3,3,4,3,4.92820323027551,87.35323161475472,7.160845906664299,7.160845906664299,1,2,19,1,4,2,0.0,1996,4,9,9,1,6,5,8,9.61333576618342,786,3.6375861597263857,0,245500,0,0,1
7,2,6,3,2,4,3,0.0,87.55445270895245,7.177782416195197,7.177782416195197,2,2,16,1,4,1,0.0,2005,4,11,13,3,6,5,8,9.078749951588586,24,4.174387269895637,0,164990,0,0,1
5,1,6,2,1,1,1,14.492422502470646,87.37561188601732,6.51025834052315,6.51025834052315,1,1,6,1,4,0,0.0,1940,4,5,2,1,5,2,4,9.230142999272362,0,4.0943445622221,0,108000,0,1,1
8,2,6,3,2,3,3,3.6568542494923797,87.39798655450802,7.060476365999801,7.724446645633537,2,2,23,2,3,1,650.0,1998,6,11,13,1,5,6,8,9.400133943608838,0,4.532599493153256,1098,258000,0,1,0
6,1,6,3,1,3,3,4.92820323027551,87.35323161475472,6.692083742506628,7.360103972989152,2,2,13,1,3,1,0.0,1995,6,6,4,1,5,6,8,9.246093541682,0,4.22470289230639,766,168000,0,1,0
4,1,3,2,1,3,1,9.489125293076057,87.28605714219886,7.3901814282264295,7.3901814282264295,2,2,6,1,4,1,0.0,1993,4,10,10,1,2,5,3,9.209439966733019,1116,4.197658918454475,0,150000,0,0,1
6,1,2,2,1,1,1,14.970562748477139,86.31760866327848,7.061334366910438,7.40184157874383,1,1,8,1,4,0,0.0,1936,1,6,4,1,5,2,8,9.257223957875032,0,3.9318256327243257,0,115000,0,1,1
6,1,2,3,1,1,1,17.287301521985913,86.90444308357146,6.733401891837359,7.426549072397305,2,1,18,1,4,0,0.0,1960,6,5,10,1,5,5,6,9.653486547052035,0,4.143134726391533,840,177000,0,1,0
7,2,6,4,2,4,2,0.0,87.57678270623478,6.976348070447749,7.683403681053826,2,3,24,2,4,1,350.0,2006,6,11,13,1,5,5,8,9.55775254863573,0,4.6913478822291435,1101,280000,0,1,0
8,2,6,4,3,4,3,0.0,87.62142600963232,6.956545443151569,7.639161171659173,2,3,20,4,4,1,100.0,2008,6,11,13,1,6,5,8,9.287301413112312,789,4.442651256490317,1028,339750,0,0,0
5,1,3,2,1,1,1,12.282856857085699,86.49858755935034,7.151485463904735,7.151485463904735,1,1,4,1,2,0,0.0,1958,4,0,7,1,5,5,2,9.166492972195906,0,4.219507705176107,0,60000,0,1,1
5,1,3,2,1,1,3,12.282856857085699,86.43076387773658,6.962243464266207,6.962243464266207,1,2,13,1,2,0,0.0,1955,4,5,2,2,3,5,8,10.453053004618049,1056,4.605170185988092,0,145000,0,0,1
7,3,6,4,2,4,3,0.0,87.64373932405991,7.298445101508147,7.298445101508147,2,2,20,4,4,1,432.0,2009,4,6,4,3,6,5,8,8.390041405755754,578,4.301705302895156,0,222000,0,0,1
5,1,3,2,1,4,1,16.220867158288602,86.31760866327848,6.93537044601511,6.93537044601511,1,2,3,1,3,1,0.0,1927,4,4,3,1,5,2,5,9.100525505968976,0,4.02535169073515,0,115000,0,1,1
7,2,6,3,2,3,1,5.745966692414834,87.28605714219886,6.984716320118266,7.64826303090192,2,3,12,1,4,1,0.0,1993,6,11,13,1,2,5,8,9.326165937481774,50,4.07753744390572,1017,228000,0,0,0
7,2,6,3,2,1,3,-1.9999999998,87.59910713840847,7.200424892944957,7.200424892944957,2,2,13,1,4,0,0.0,2007,4,11,13,3,6,5,8,9.093694189856862,24,4.290459441148391,0,181134,0,0,1
6,1,3,2,1,3,3,8.583005244258361,86.94942383174832,6.51025834052315,7.24422751560335,1,2,6,2,2,1,203.0,1978,6,8,8,1,4,5,6,8.967504187316237,209,4.30406509320417,728,149500,0,0,0
6,1,2,3,1,4,1,16.867962264113206,86.31760866327848,7.222566018822171,7.8724551500639794,2,3,18,1,2,1,0.0,1918,6,5,6,1,2,2,5,10.017708696626151,1128,4.454347296253507,1254,239000,0,0,0
5,1,2,2,1,1,1,14.370705543744897,86.31760866327848,6.628041376179533,7.033506484287697,1,1,4,1,1,0,0.0,1940,1,6,4,1,4,2,5,9.006999447958153,312,4.0943445622221,378,126000,0,0,0
5,1,3,2,1,2,1,10.96148139681572,86.72429205127533,6.962243464266207,6.962243464266207,1,1,9,1,4,1,0.0,1968,4,11,13,1,2,5,5,9.041921720351219,775,4.174387269895637,0,142000,0,0,1
7,1,6,3,1,1,3,4.6332495807108005,87.39798655450802,7.203405521083095,7.203405521083095,2,4,11,2,4,0,200.0,1997,3,11,13,4,6,5,8,8.862200330487287,1309,4.356708826689592,0,206300,0,0,1
6,2,3,3,2,3,3,9.313708498984761,87.44271909999158,7.379008127628304,7.379008127628304,2,2,14,4,3,1,126.0,1977,4,12,14,1,4,5,6,9.719264188452577,1246,4.29205169625951,0,215000,0,0,1
5,1,3,2,1,1,2,12.696938456699069,86.40814442120136,6.895682697747868,6.895682697747868,1,2,11,1,4,0,0.0,1954,4,8,8,1,5,5,8,9.98736903651683,0,4.605170185988092,0,113000,0,1,1
8,2,6,3,2,3,3,4.324555320336759,87.39798655450802,7.293017679772782,7.874739125171811,2,3,23,2,3,1,473.0,1998,6,11,13,1,6,5,8,9.126958763037132,986,4.382026634673881,1160,315000,0,0,0
6,1,3,3,1,4,2,12.422205101855958,86.45337754998391,7.086737934510577,7.086737934510577,1,1,9,2,3,1,74.0,1956,4,5,2,1,1,5,8,9.104979856318357,616,4.276666119016055,0,139000,0,0,1
7,1,3,2,1,4,1,13.874507866387543,87.26365441768559,6.561030665896573,7.236339342754344,1,1,3,1,3,2,0.0,1947,6,8,8,1,5,2,4,8.125039097367745,0,4.0943445622221,682,135000,0,1,0
7,2,6,3,2,3,3,6.944271909999157,87.19641248391105,7.404887575616125,7.404887575616125,2,2,12,2,3,1,145.0,1989,5,5,2,4,6,5,8,9.457200449907708,1518,4.371921357742831,0,275000,0,0,1
4,1,3,2,1,1,1,12.282856857085699,86.47598544237866,6.810142450115136,6.810142450115136,1,1,9,1,4,0,0.0,1964,4,6,4,1,3,2,5,9.058703197313223,288,4.343805421853684,0,109008,0,0,1
7,2,6,3,2,1,2,-1.9999999998,87.59910713840847,7.0967213784947605,7.0967213784947605,2,2,16,2,4,0,108.0,2007,4,11,13,1,6,5,8,8.819073983267831,664,4.1588830833596715,0,195400,0,0,1
6,1,3,3,2,3,1,7.16515138991168,87.17398723843183,7.252762418053187,7.252762418053187,2,2,21,1,2,1,0.0,1988,4,8,8,2,6,5,8,9.346356175893625,1005,4.867534450455582,0,175000,0,0,1
6,1,3,2,1,1,1,10.165525060596439,86.79189152169245,6.180016653652572,6.894670039433482,1,1,2,2,2,0,232.0,1971,6,8,8,1,4,2,8,7.426549072397305,387,3.044522437723423,504,85400,0,0,0
